,text,final_label,tokenized,stopword_remove,steming_data
3763,i was so excited to try these but they honestly had little to no flavor at all they shipped quickly and the packaging was pretty though,Positive,"['i', 'was', 'so', 'excited', 'to', 'try', 'these', 'but', 'they', 'honestly', 'had', 'little', 'to', 'no', 'flavor', 'at', 'all', 'they', 'shipped', 'quickly', 'and', 'the', 'packaging', 'was', 'pretty', 'though']","['excited', 'try', 'honestly', 'little', 'flavor', 'shipped', 'quickly', 'packaging', 'pretty', 'though']","['excit', 'tri', 'honestli', 'littl', 'flavor', 'ship', 'quickli', 'packag', 'pretti', 'though']"
3764,these sunflower seeds are delicious and are not so overpowering in their flavor but deliver a delicious snack these are great for our little league games,Positive,"['these', 'sunflower', 'seeds', 'are', 'delicious', 'and', 'are', 'not', 'so', 'overpowering', 'in', 'their', 'flavor', 'but', 'deliver', 'a', 'delicious', 'snack', 'these', 'are', 'great', 'for', 'our', 'little', 'league', 'games']","['sunflower', 'seeds', 'delicious', 'overpowering', 'flavor', 'deliver', 'delicious', 'snack', 'great', 'little', 'league', 'games']","['sunflow', 'seed', 'delici', 'overpow', 'flavor', 'deliv', 'delici', 'snack', 'great', 'littl', 'leagu', 'game']"
3765,i use this as a gift for a friend who loves sunflower seeds,Positive,"['i', 'use', 'this', 'as', 'a', 'gift', 'for', 'a', 'friend', 'who', 'loves', 'sunflower', 'seeds']","['use', 'gift', 'friend', 'loves', 'sunflower', 'seeds']","['use', 'gift', 'friend', 'love', 'sunflow', 'seed']"
3766,flavors are ok but consistent is lackluster i wouldn t recommend it,Negative,"['flavors', 'are', 'ok', 'but', 'consistent', 'is', 'lackluster', 'i', 'wouldn', 't', 'recommend', 'it']","['flavors', 'consistent', 'lackluster', 'recommend']","['flavor', 'consist', 'lacklust', 'recommend']"
3767,the bbq and cinnamon were the only decent flavors and weirdly enough they all taste very similar despite different flavors wouldn t purchase again,Positive,"['the', 'bbq', 'and', 'cinnamon', 'were', 'the', 'only', 'decent', 'flavors', 'and', 'weirdly', 'enough', 'they', 'all', 'taste', 'very', 'similar', 'despite', 'different', 'flavors', 'wouldn', 't', 'purchase', 'again']","['bbq', 'cinnamon', 'decent', 'flavors', 'weirdly', 'enough', 'taste', 'similar', 'despite', 'different', 'flavors', 'purchase']","['bbq', 'cinnamon', 'decent', 'flavor', 'weirdli', 'enough', 'tast', 'similar', 'despit', 'differ', 'flavor', 'purchas']"
3768,came on amazon to find these after a co worker gave me a pack to try very overpriced so i won t be buying these should be no more than for these small packs of seeds,Negative,"['came', 'on', 'amazon', 'to', 'find', 'these', 'after', 'a', 'co', 'worker', 'gave', 'me', 'a', 'pack', 'to', 'try', 'very', 'overpriced', 'so', 'i', 'won', 't', 'be', 'buying', 'these', 'should', 'be', 'no', 'more', 'than', 'for', 'these', 'small', 'packs', 'of', 'seeds']","['came', 'amazon', 'find', 'co', 'worker', 'gave', 'pack', 'try', 'overpriced', 'buying', 'small', 'packs', 'seeds']","['came', 'amazon', 'find', 'co', 'worker', 'gave', 'pack', 'tri', 'overpr', 'buy', 'small', 'pack', 'seed']"
3769,this product was amazing,Positive,"['this', 'product', 'was', 'amazing']","['product', 'amazing']","['product', 'amaz']"
3770,the lack of salt really affects flavor i would say if you need a low salt option these are perfect but if not you may want to look elsewhere of note the seed quality is excellent,Positive,"['the', 'lack', 'of', 'salt', 'really', 'affects', 'flavor', 'i', 'would', 'say', 'if', 'you', 'need', 'a', 'low', 'salt', 'option', 'these', 'are', 'perfect', 'but', 'if', 'not', 'you', 'may', 'want', 'to', 'look', 'elsewhere', 'of', 'note', 'the', 'seed', 'quality', 'is', 'excellent']","['lack', 'salt', 'really', 'affects', 'flavor', 'would', 'say', 'need', 'low', 'salt', 'option', 'perfect', 'may', 'want', 'look', 'elsewhere', 'note', 'seed', 'quality', 'excellent']","['lack', 'salt', 'realli', 'affect', 'flavor', 'would', 'say', 'need', 'low', 'salt', 'option', 'perfect', 'may', 'want', 'look', 'elsewher', 'note', 'seed', 'qualiti', 'excel']"
3771,horrible waste of time and money,Negative,"['horrible', 'waste', 'of', 'time', 'and', 'money']","['horrible', 'waste', 'time', 'money']","['horribl', 'wast', 'time', 'money']"
3772,these seeds are super dull in the flavor department and the seed itself is much too soft for my taste i like a seed that is more firm and feels fresh the best way i can describe these is that they almost seem stale and under seasoned gave stars instead of because i didn t try all the flavors but in all honesty these are trash and i would never buy them again,Negative,"['these', 'seeds', 'are', 'super', 'dull', 'in', 'the', 'flavor', 'department', 'and', 'the', 'seed', 'itself', 'is', 'much', 'too', 'soft', 'for', 'my', 'taste', 'i', 'like', 'a', 'seed', 'that', 'is', 'more', 'firm', 'and', 'feels', 'fresh', 'the', 'best', 'way', 'i', 'can', 'describe', 'these', 'is', 'that', 'they', 'almost', 'seem', 'stale', 'and', 'under', 'seasoned', 'gave', 'stars', 'instead', 'of', 'because', 'i', 'didn', 't', 'try', 'all', 'the', 'flavors', 'but', 'in', 'all', 'honesty', 'these', 'are', 'trash', 'and', 'i', 'would', 'never', 'buy', 'them', 'again']","['seeds', 'super', 'dull', 'flavor', 'department', 'seed', 'much', 'soft', 'taste', 'like', 'seed', 'firm', 'feels', 'fresh', 'best', 'way', 'describe', 'almost', 'seem', 'stale', 'seasoned', 'gave', 'stars', 'instead', 'try', 'flavors', 'honesty', 'trash', 'would', 'never', 'buy']","['seed', 'super', 'dull', 'flavor', 'depart', 'seed', 'much', 'soft', 'tast', 'like', 'seed', 'firm', 'feel', 'fresh', 'best', 'way', 'describ', 'almost', 'seem', 'stale', 'season', 'gave', 'star', 'instead', 'tri', 'flavor', 'honesti', 'trash', 'would', 'never', 'buy']"
3773,the only thing i found was the pep o mint flavor wasnt as strong as it usually is delivery was quick packing was excellent,Positive,"['the', 'only', 'thing', 'i', 'found', 'was', 'the', 'pep', 'o', 'mint', 'flavor', 'wasnt', 'as', 'strong', 'as', 'it', 'usually', 'is', 'delivery', 'was', 'quick', 'packing', 'was', 'excellent']","['thing', 'found', 'pep', 'mint', 'flavor', 'wasnt', 'strong', 'usually', 'delivery', 'quick', 'packing', 'excellent']","['thing', 'found', 'pep', 'mint', 'flavor', 'wasnt', 'strong', 'usual', 'deliveri', 'quick', 'pack', 'excel']"
3774,big bag and boy are my clients happy value for money is a huge win here and i love that i m able to provide these to the folks who place their trust in my business,Positive,"['big', 'bag', 'and', 'boy', 'are', 'my', 'clients', 'happy', 'value', 'for', 'money', 'is', 'a', 'huge', 'win', 'here', 'and', 'i', 'love', 'that', 'i', 'm', 'able', 'to', 'provide', 'these', 'to', 'the', 'folks', 'who', 'place', 'their', 'trust', 'in', 'my', 'business']","['big', 'bag', 'boy', 'clients', 'happy', 'value', 'money', 'huge', 'win', 'love', 'able', 'provide', 'folks', 'place', 'trust', 'business']","['big', 'bag', 'boy', 'client', 'happi', 'valu', 'money', 'huge', 'win', 'love', 'abl', 'provid', 'folk', 'place', 'trust', 'busi']"
3775,my husband eats these when his stomach is upset and it helps so uch they are also delicious and help bad breath,Positive,"['my', 'husband', 'eats', 'these', 'when', 'his', 'stomach', 'is', 'upset', 'and', 'it', 'helps', 'so', 'uch', 'they', 'are', 'also', 'delicious', 'and', 'help', 'bad', 'breath']","['husband', 'eats', 'stomach', 'upset', 'helps', 'uch', 'also', 'delicious', 'help', 'bad', 'breath']","['husband', 'eat', 'stomach', 'upset', 'help', 'uch', 'also', 'delici', 'help', 'bad', 'breath']"
3776,these are not the same mints i want to return them i am not happy at all with the quality or taste,Negative,"['these', 'are', 'not', 'the', 'same', 'mints', 'i', 'want', 'to', 'return', 'them', 'i', 'am', 'not', 'happy', 'at', 'all', 'with', 'the', 'quality', 'or', 'taste']","['mints', 'want', 'return', 'happy', 'quality', 'taste']","['mint', 'want', 'return', 'happi', 'qualiti', 'tast']"
3777,a great little treat i have a roll a day,Positive,"['a', 'great', 'little', 'treat', 'i', 'have', 'a', 'roll', 'a', 'day']","['great', 'little', 'treat', 'roll', 'day']","['great', 'littl', 'treat', 'roll', 'day']"
3778,i love these mints and they are helping me stop smoking,Positive,"['i', 'love', 'these', 'mints', 'and', 'they', 'are', 'helping', 'me', 'stop', 'smoking']","['love', 'mints', 'helping', 'stop', 'smoking']","['love', 'mint', 'help', 'stop', 'smoke']"
3779,came broken,Negative,"['came', 'broken']","['came', 'broken']","['came', 'broken']"
3780,good value for the price,Positive,"['good', 'value', 'for', 'the', 'price']","['good', 'value', 'price']","['good', 'valu', 'price']"
3781,all individually wrapped only found one that was broken and strong peppermint flavor,Neutral,"['all', 'individually', 'wrapped', 'only', 'found', 'one', 'that', 'was', 'broken', 'and', 'strong', 'peppermint', 'flavor']","['individually', 'wrapped', 'found', 'one', 'broken', 'strong', 'peppermint', 'flavor']","['individu', 'wrap', 'found', 'one', 'broken', 'strong', 'peppermint', 'flavor']"
3782,great value for what you get,Positive,"['great', 'value', 'for', 'what', 'you', 'get']","['great', 'value', 'get']","['great', 'valu', 'get']"
3783,we purchased bags for them to be delivered and expired over a year ago terrible,Negative,"['we', 'purchased', 'bags', 'for', 'them', 'to', 'be', 'delivered', 'and', 'expired', 'over', 'a', 'year', 'ago', 'terrible']","['purchased', 'bags', 'delivered', 'expired', 'year', 'ago', 'terrible']","['purchas', 'bag', 'deliv', 'expir', 'year', 'ago', 'terribl']"
3784,tastes good small single packages are this bag,Positive,"['tastes', 'good', 'small', 'single', 'packages', 'are', 'this', 'bag']","['tastes', 'good', 'small', 'single', 'packages', 'bag']","['tast', 'good', 'small', 'singl', 'packag', 'bag']"
3785,the bag came opened so they were stale and thrown away,Negative,"['the', 'bag', 'came', 'opened', 'so', 'they', 'were', 'stale', 'and', 'thrown', 'away']","['bag', 'came', 'opened', 'stale', 'thrown', 'away']","['bag', 'came', 'open', 'stale', 'thrown', 'away']"
3786,love veggie sticks especially zesty product arrived on time in tact no problems not a fan of the flavor,Positive,"['love', 'veggie', 'sticks', 'especially', 'zesty', 'product', 'arrived', 'on', 'time', 'in', 'tact', 'no', 'problems', 'not', 'a', 'fan', 'of', 'the', 'flavor']","['love', 'veggie', 'sticks', 'especially', 'zesty', 'product', 'arrived', 'time', 'tact', 'problems', 'fan', 'flavor']","['love', 'veggi', 'stick', 'especi', 'zesti', 'product', 'arriv', 'time', 'tact', 'problem', 'fan', 'flavor']"
3787,these things are really good,Positive,"['these', 'things', 'are', 'really', 'good']","['things', 'really', 'good']","['thing', 'realli', 'good']"
3788,barely taste the bbq,Negative,"['barely', 'taste', 'the', 'bbq']","['barely', 'taste', 'bbq']","['bare', 'tast', 'bbq']"
3789,these are the best flavor veggie straws i ve tried all the others but the hot flavor is the best,Positive,"['these', 'are', 'the', 'best', 'flavor', 'veggie', 'straws', 'i', 've', 'tried', 'all', 'the', 'others', 'but', 'the', 'hot', 'flavor', 'is', 'the', 'best']","['best', 'flavor', 'veggie', 'straws', 'tried', 'others', 'hot', 'flavor', 'best']","['best', 'flavor', 'veggi', 'straw', 'tri', 'other', 'hot', 'flavor', 'best']"
3790,i used them as a snack for kids lunches and they loved them,Positive,"['i', 'used', 'them', 'as', 'a', 'snack', 'for', 'kids', 'lunches', 'and', 'they', 'loved', 'them']","['used', 'snack', 'kids', 'lunches', 'loved']","['use', 'snack', 'kid', 'lunch', 'love']"
3791,these were delicious,Positive,"['these', 'were', 'delicious']",['delicious'],['delici']
3792,tasty cookies but as i said they are hard harder than an oreo cookie,Negative,"['tasty', 'cookies', 'but', 'as', 'i', 'said', 'they', 'are', 'hard', 'harder', 'than', 'an', 'oreo', 'cookie']","['tasty', 'cookies', 'said', 'hard', 'harder', 'oreo', 'cookie']","['tasti', 'cooki', 'said', 'hard', 'harder', 'oreo', 'cooki']"
3793,tasty fixes that craving,Positive,"['tasty', 'fixes', 'that', 'craving']","['tasty', 'fixes', 'craving']","['tasti', 'fix', 'crave']"
3794,i have not had a chance to a side by side comparison to the name brand cookies but these are either as good as or better than the most popular brand out there they are sweet and chocolatey and i am ashamed to admit that my husband and i ended up eating the whole package in one day,Positive,"['i', 'have', 'not', 'had', 'a', 'chance', 'to', 'a', 'side', 'by', 'side', 'comparison', 'to', 'the', 'name', 'brand', 'cookies', 'but', 'these', 'are', 'either', 'as', 'good', 'as', 'or', 'better', 'than', 'the', 'most', 'popular', 'brand', 'out', 'there', 'they', 'are', 'sweet', 'and', 'chocolatey', 'and', 'i', 'am', 'ashamed', 'to', 'admit', 'that', 'my', 'husband', 'and', 'i', 'ended', 'up', 'eating', 'the', 'whole', 'package', 'in', 'one', 'day']","['chance', 'side', 'side', 'comparison', 'name', 'brand', 'cookies', 'either', 'good', 'better', 'popular', 'brand', 'sweet', 'chocolatey', 'ashamed', 'admit', 'husband', 'ended', 'eating', 'whole', 'package', 'one', 'day']","['chanc', 'side', 'side', 'comparison', 'name', 'brand', 'cooki', 'either', 'good', 'better', 'popular', 'brand', 'sweet', 'chocolatey', 'asham', 'admit', 'husband', 'end', 'eat', 'whole', 'packag', 'one', 'day']"
3795,almost as good as oreo but arrived with broken cookies on the ends,Positive,"['almost', 'as', 'good', 'as', 'oreo', 'but', 'arrived', 'with', 'broken', 'cookies', 'on', 'the', 'ends']","['almost', 'good', 'oreo', 'arrived', 'broken', 'cookies', 'ends']","['almost', 'good', 'oreo', 'arriv', 'broken', 'cooki', 'end']"
3796,very very good taste texture flavor,Positive,"['very', 'very', 'good', 'taste', 'texture', 'flavor']","['good', 'taste', 'texture', 'flavor']","['good', 'tast', 'textur', 'flavor']"
3797,i ve been trying various amazon brand products since they re often cheaper than the national brands and finally got to these oreo ripoffs i haven t eaten an oreo for a couple of years so i don t know the current state of oreos as far as quality goes but these are pretty good these taste almost exactly like regular oreos and the texture and crunch are the same the only criticism i have with these is that they could use a little more cream filling from memory alone i think the brand name oreos have a bit more which make them slightly better than these but these were much better than i expected and maybe regular oreos aficionados won t notice the only other negative i can think of is that it is quite easy to just open a package of these and just start shoveling them into your mouth until you find none left so yeah these are very good and now i must try other amazon cookies try them if you love oreos and only commies don t i think you ll be pleasantly surprised in fact i think you ll be delighted pleasantly delighted yep not too shabby,Positive,"['i', 've', 'been', 'trying', 'various', 'amazon', 'brand', 'products', 'since', 'they', 're', 'often', 'cheaper', 'than', 'the', 'national', 'brands', 'and', 'finally', 'got', 'to', 'these', 'oreo', 'ripoffs', 'i', 'haven', 't', 'eaten', 'an', 'oreo', 'for', 'a', 'couple', 'of', 'years', 'so', 'i', 'don', 't', 'know', 'the', 'current', 'state', 'of', 'oreos', 'as', 'far', 'as', 'quality', 'goes', 'but', 'these', 'are', 'pretty', 'good', 'these', 'taste', 'almost', 'exactly', 'like', 'regular', 'oreos', 'and', 'the', 'texture', 'and', 'crunch', 'are', 'the', 'same', 'the', 'only', 'criticism', 'i', 'have', 'with', 'these', 'is', 'that', 'they', 'could', 'use', 'a', 'little', 'more', 'cream', 'filling', 'from', 'memory', 'alone', 'i', 'think', 'the', 'brand', 'name', 'oreos', 'have', 'a', 'bit', 'more', 'which', 'make', 'them', 'slightly', 'better', 'than', 'these', 'but', 'these', 'were', 'much', 'better', 'than', 'i', 'expected', 'and', 'maybe', 'regular', 'oreos', 'aficionados', 'won', 't', 'notice', 'the', 'only', 'other', 'negative', 'i', 'can', 'think', 'of', 'is', 'that', 'it', 'is', 'quite', 'easy', 'to', 'just', 'open', 'a', 'package', 'of', 'these', 'and', 'just', 'start', 'shoveling', 'them', 'into', 'your', 'mouth', 'until', 'you', 'find', 'none', 'left', 'so', 'yeah', 'these', 'are', 'very', 'good', 'and', 'now', 'i', 'must', 'try', 'other', 'amazon', 'cookies', 'try', 'them', 'if', 'you', 'love', 'oreos', 'and', 'only', 'commies', 'don', 't', 'i', 'think', 'you', 'll', 'be', 'pleasantly', 'surprised', 'in', 'fact', 'i', 'think', 'you', 'll', 'be', 'delighted', 'pleasantly', 'delighted', 'yep', 'not', 'too', 'shabby']","['trying', 'various', 'amazon', 'brand', 'products', 'since', 'often', 'cheaper', 'national', 'brands', 'finally', 'got', 'oreo', 'ripoffs', 'eaten', 'oreo', 'couple', 'years', 'know', 'current', 'state', 'oreos', 'far', 'quality', 'goes', 'pretty', 'good', 'taste', 'almost', 'exactly', 'like', 'regular', 'oreos', 'texture', 'crunch', 'criticism', 'could', 'use', 'little', 'cream', 'filling', 'memory', 'alone', 'think', 'brand', 'name', 'oreos', 'bit', 'make', 'slightly', 'better', 'much', 'better', 'expected', 'maybe', 'regular', 'oreos', 'aficionados', 'notice', 'negative', 'think', 'quite', 'easy', 'open', 'package', 'start', 'shoveling', 'mouth', 'find', 'none', 'left', 'good', 'must', 'try', 'amazon', 'cookies', 'try', 'love', 'oreos', 'commies', 'think', 'pleasantly', 'surprised', 'fact', 'think', 'delighted', 'pleasantly', 'delighted', 'yep', 'shabby']","['tri', 'variou', 'amazon', 'brand', 'product', 'sinc', 'often', 'cheaper', 'nation', 'brand', 'final', 'got', 'oreo', 'ripoff', 'eaten', 'oreo', 'coupl', 'year', 'know', 'current', 'state', 'oreo', 'far', 'qualiti', 'goe', 'pretti', 'good', 'tast', 'almost', 'exactli', 'like', 'regular', 'oreo', 'textur', 'crunch', 'critic', 'could', 'use', 'littl', 'cream', 'fill', 'memori', 'alon', 'think', 'brand', 'name', 'oreo', 'bit', 'make', 'slightli', 'better', 'much', 'better', 'expect', 'mayb', 'regular', 'oreo', 'aficionado', 'notic', 'neg', 'think', 'quit', 'easi', 'open', 'packag', 'start', 'shovel', 'mouth', 'find', 'none', 'left', 'good', 'must', 'tri', 'amazon', 'cooki', 'tri', 'love', 'oreo', 'commi', 'think', 'pleasantli', 'surpris', 'fact', 'think', 'delight', 'pleasantli', 'delight', 'yep', 'shabbi']"
